CNA_index	seg_index	subclone_ID	phase	change
0	6	2	A	2
1	9	2	A	1
2	5	2	B	1
3	6	3	A	1
4	7	3	A	-1
5	9	4	A	1
6	3	6	A	1
7	8	6	A	-1
8	7	6	B	1
9	9	6	B	1
10	9	7	A	1
11	3	7	B	1
12	1	8	A	2
13	3	8	A	1
14	3	8	B	4
15	6	9	A	4
16	0	9	B	2
17	3	9	B	1
18	5	11	A	3
19	6	12	B	-1
20	1	13	A	2
21	9	13	B	1
22	4	14	A	2
23	0	14	B	1
24	8	14	B	1
25	1	15	A	2
26	9	15	A	1
27	3	15	B	1
28	5	15	B	1
29	1	17	A	1
30	6	17	A	1
31	1	17	B	-1
32	3	18	A	1
33	9	18	A	2
34	6	18	B	-1
35	9	18	B	1
36	4	19	A	1
37	4	19	B	-1
38	0	20	A	1
39	5	20	A	1
