SSM_index	CNA_index
0	30
1	10
1	13
1	17
1	37
2	6
4	4
4	14
4	21
4	26
4	27
5	14
5	21
5	26
5	27
6	8
6	35
7	20
7	39
8	20
8	39
9	12
10	19
11	19
12	14
12	21
12	26
12	27
13	14
13	21
13	26
13	27
14	14
14	21
14	26
14	27
15	11
15	22
15	38
16	11
16	22
16	38
17	11
17	22
17	38
18	20
18	39
19	20
19	39
20	20
20	39
21	9
21	15
21	36
22	10
22	13
22	17
28	14
28	21
29	25
33	20
34	10
34	13
34	17
39	14
39	21
41	11
41	22
42	11
42	22
43	20
44	20
45	12
46	12
47	12
48	15
49	11
49	22
50	22
51	15
52	16
53	19
54	14
54	21
55	14
55	21
57	22
58	22
59	20
61	15
66	19
67	19
69	21
70	25
71	25
72	25
74	22
75	22
76	22
77	20
141	21
144	22
157	25
163	37
168	26
168	27
170	28
171	28
172	38
173	39
174	39
175	39
189	36
