CNA_index	seg_index	subclone_ID	phase	change
0	1	1	A	2
1	10	1	A	3
2	3	1	B	1
3	5	1	B	1
4	12	1	B	1
5	4	3	A	-1
6	17	3	B	1
7	5	4	A	2
8	8	4	A	1
9	7	4	B	1
10	13	4	B	1
11	0	5	B	-1
12	4	6	A	-1
13	9	6	A	2
14	11	6	A	-1
15	12	6	B	1
16	14	6	B	-1
17	10	8	B	1
18	5	9	B	1
19	5	10	A	1
20	9	10	B	-1
21	1	11	A	1
22	2	11	A	-1
23	12	11	B	1
24	5	12	B	1
25	14	12	B	-1
26	19	13	A	1
27	5	13	B	1
28	4	14	A	-1
29	5	14	B	1
30	11	14	B	1
31	19	16	A	1
32	10	16	B	2
33	1	18	B	1
34	7	18	B	1
35	11	18	B	1
36	16	19	A	-1
37	14	20	A	1
38	10	20	B	2
39	11	20	B	1
