SSM_index	seg_index	subclone_ID
0	2	1
1	4	1
2	5	1
3	5	1
4	5	1
5	6	1
6	3	1
7	4	1
8	5	1
9	5	1
10	7	1
11	8	1
12	3	2
13	1	2
14	8	2
15	1	3
16	4	3
17	5	3
18	8	3
19	8	3
20	9	3
21	3	3
22	4	3
23	4	3
24	8	3
25	8	3
26	9	3
27	6	4
28	8	4
29	3	4
30	4	4
31	7	4
32	9	4
33	4	5
34	8	5
35	9	5
36	0	6
37	1	6
38	4	6
39	8	6
40	8	6
41	9	6
42	5	6
43	2	7
44	9	7
45	5	7
46	6	7
47	4	8
48	2	8
49	4	8
50	7	8
51	8	8
52	5	9
53	8	9
54	4	10
55	0	10
56	3	10
57	5	10
58	5	10
59	5	10
60	5	10
61	6	10
62	1	11
63	3	11
64	9	11
65	3	11
66	5	11
67	8	11
68	9	11
69	0	12
70	3	12
71	4	12
72	4	12
73	5	12
74	6	12
75	6	12
76	6	12
77	6	12
78	7	12
79	8	12
80	9	12
81	0	12
82	0	12
83	0	12
84	5	12
85	5	12
86	9	12
87	0	13
88	4	13
89	5	13
90	5	13
91	6	13
92	8	13
93	9	13
94	9	13
95	0	13
96	3	13
97	5	13
98	6	13
99	4	14
100	4	14
101	8	14
102	4	14
103	4	14
104	6	14
105	7	14
106	9	14
107	1	15
108	2	15
109	2	15
110	3	15
111	3	15
112	4	15
113	5	15
114	5	15
115	6	15
116	8	15
117	8	15
118	8	15
119	3	15
120	3	15
121	4	15
122	4	15
123	5	15
124	5	15
125	5	15
126	5	15
127	6	15
128	8	15
129	8	15
130	8	15
131	8	15
132	8	15
133	9	15
134	6	16
135	7	16
136	8	16
137	8	16
138	8	16
139	8	16
140	5	16
141	5	16
142	5	16
143	6	16
144	8	16
145	9	16
146	0	17
147	0	17
148	1	17
149	1	17
150	1	17
151	1	17
152	2	17
153	3	17
154	4	17
155	4	17
156	4	17
157	4	17
158	4	17
159	5	17
160	5	17
161	5	17
162	7	17
163	8	17
164	3	17
165	3	17
166	3	17
167	3	17
168	5	17
169	5	17
170	5	17
171	6	17
172	6	17
173	6	17
174	8	17
175	8	17
176	8	17
177	8	17
178	8	17
179	8	17
180	4	18
181	3	18
182	1	19
183	1	19
184	6	19
185	6	19
186	0	19
187	6	19
188	8	19
189	8	19
190	8	19
191	1	20
192	1	20
193	4	20
194	7	20
195	8	20
196	3	20
197	5	20
198	6	20
199	6	20
