CNA_index	seg_index	subclone_ID	phase	change
0	17	1	A	1
1	13	3	A	1
2	17	3	A	1
3	1	4	A	2
4	10	4	A	-1
5	13	4	A	1
6	14	4	A	1
7	1	5	B	2
8	18	6	A	1
9	8	7	A	-1
10	1	8	B	1
11	8	8	B	-1
12	17	8	B	1
13	12	9	B	-1
14	11	11	A	1
15	16	11	A	-1
16	1	11	B	1
17	4	11	B	-1
18	6	11	B	1
19	19	11	B	1
20	1	12	A	1
21	18	12	A	1
22	5	12	B	1
23	9	12	B	-1
24	15	12	B	-1
25	12	13	A	1
26	15	13	A	-1
27	2	13	B	1
28	9	14	B	-1
29	2	15	A	-1
30	4	15	A	1
31	14	15	A	1
32	17	15	A	3
33	8	16	A	-1
34	13	17	A	1
35	17	17	A	1
36	11	17	B	1
37	18	18	A	2
38	11	19	A	2
39	17	20	A	1
