CNA_index	seg_index	subclone_ID	phase	change
0	1	1	B	-1
1	3	1	B	-1
2	5	1	B	-1
3	6	3	A	-1
4	7	3	A	2
5	8	3	A	1
6	9	3	A	1
7	2	3	B	-1
8	9	3	B	1
9	8	4	A	1
10	2	5	A	1
11	2	5	B	-1
12	7	5	B	2
13	0	6	B	2
14	4	7	A	1
15	6	7	B	-1
16	5	9	A	-1
17	2	9	B	-1
18	7	9	B	1
19	9	10	A	1
20	8	10	B	1
21	9	11	A	1
22	0	11	B	1
23	4	11	B	1
24	6	13	A	-1
25	6	13	B	-1
26	8	15	B	1
27	3	17	A	-1
28	8	17	A	1
29	1	17	B	-1
30	5	17	B	-1
31	7	17	B	1
32	9	18	A	1
33	4	18	B	2
34	9	18	B	1
35	6	19	B	-1
36	9	19	B	2
37	0	20	A	-1
38	3	20	B	-1
39	7	20	B	1
