CNA_index	seg_index	subclone_ID	phase	change
0	22	2	A	1
1	34	2	A	1
2	35	2	A	1
3	6	3	A	-1
4	13	3	B	1
5	22	3	B	2
6	19	4	A	1
7	31	4	A	-1
8	19	4	B	2
9	39	5	B	1
10	1	6	A	2
11	22	6	A	1
12	7	6	B	1
13	29	6	B	-1
14	8	7	A	1
15	26	7	A	-1
16	15	7	B	-1
17	19	8	A	1
18	38	8	A	-1
19	26	9	A	-1
20	8	10	A	1
21	33	10	A	-1
22	5	11	A	1
23	32	11	A	-1
24	19	11	B	1
25	21	12	A	-1
26	0	13	A	-1
27	7	13	B	2
28	10	13	B	2
29	4	14	A	-1
30	2	14	B	1
31	39	15	A	1
32	10	16	A	-1
33	7	17	A	-1
34	9	18	A	-1
35	5	19	A	1
36	7	19	A	-1
37	32	19	B	-1
38	0	20	B	1
39	19	20	B	2
