SSM_index	CNA_index
0	7
0	8
2	17
3	4
4	9
4	19
5	3
5	12
6	7
6	8
7	7
7	8
8	0
8	18
9	0
9	18
10	0
10	18
11	18
14	9
14	19
16	12
17	7
17	8
18	7
18	8
19	7
19	8
20	7
20	8
21	7
21	8
22	7
22	8
23	7
23	8
24	7
24	8
25	18
26	18
27	18
28	18
29	18
30	18
37	13
39	12
40	7
40	8
41	7
41	8
47	13
49	12
50	12
51	12
52	7
52	8
53	7
53	8
63	9
63	19
64	9
64	19
65	12
66	12
67	12
68	12
69	12
83	18
84	18
85	18
93	17
95	10
95	14
95	16
98	11
99	11
100	11
102	18
103	15
107	18
108	18
109	18
118	13
136	17
137	17
138	17
148	19
153	19
154	19
166	18
167	18
178	18
186	18
