CNA_index	seg_index	subclone_ID	phase	change
0	6	1	A	1
1	8	1	A	1
2	12	1	A	1
3	15	1	A	1
4	16	1	A	2
5	11	1	B	1
6	15	1	B	5
7	7	2	A	1
8	15	3	A	1
9	10	3	B	-1
10	18	4	A	1
11	8	4	B	-1
12	14	5	A	1
13	1	7	A	1
14	15	7	A	2
15	4	7	B	1
16	15	7	B	1
17	1	8	A	1
18	8	8	A	1
19	3	8	B	3
20	15	8	B	1
21	1	9	A	1
22	16	10	A	1
23	3	12	A	1
24	17	12	B	1
25	7	15	A	1
26	16	15	A	1
27	10	15	B	-1
28	14	15	B	-1
29	2	16	A	1
30	8	16	A	1
31	5	17	A	-1
32	7	17	A	1
33	16	17	A	1
34	3	17	B	2
35	15	18	A	2
36	15	19	A	1
37	16	20	A	2
38	6	20	B	-1
39	16	20	B	1
