CNA_index	seg_index	subclone_ID	phase	change
0	7	1	A	-1
1	9	1	A	-1
2	4	1	B	1
3	4	2	A	1
4	7	2	B	-1
5	8	2	B	1
6	6	3	B	-1
7	4	5	A	1
8	2	5	B	-1
9	6	5	B	-1
10	0	6	A	-1
11	3	6	A	4
12	3	9	A	1
13	4	9	A	1
14	7	9	B	-1
15	3	10	B	-1
16	5	10	B	-1
17	6	10	B	-1
18	3	11	A	1
19	6	11	A	-1
20	8	11	A	-1
21	3	12	A	1
22	5	12	A	-1
23	8	12	A	-1
24	3	12	B	-1
25	4	12	B	1
26	4	13	A	4
27	2	15	B	-1
28	5	15	B	-1
29	3	16	A	1
30	6	16	A	-1
31	6	16	B	-1
32	8	16	B	2
33	4	17	A	1
34	4	17	B	2
35	3	18	A	2
36	0	18	B	-1
37	9	18	B	-1
38	9	19	A	-1
39	8	19	B	2
