CNA_index	seg_index	subclone_ID	phase	change
0	3	1	A	-1
1	2	1	B	1
2	9	1	B	1
3	8	2	B	1
4	2	4	A	1
5	8	4	A	1
6	0	4	B	1
7	2	4	B	1
8	3	4	B	1
9	6	5	B	1
10	6	6	B	1
11	2	7	A	2
12	4	7	A	-1
13	4	7	B	1
14	9	7	B	2
15	1	9	B	1
16	3	9	B	1
17	5	9	B	2
18	2	10	A	1
19	7	10	B	1
20	8	10	B	1
21	5	11	A	-1
22	8	11	A	2
23	3	11	B	1
24	7	12	A	1
25	5	13	B	1
26	1	14	B	3
27	5	14	B	1
28	8	15	A	1
29	7	15	B	1
30	0	16	A	1
31	2	16	B	2
32	8	17	A	1
33	9	17	A	-1
34	3	17	B	1
35	8	17	B	3
36	4	18	A	-1
37	0	19	A	2
38	2	19	A	1
39	8	19	A	1
