SSM_index	CNA_index
0	2
1	4
1	26
2	29
3	13
3	16
3	24
3	28
3	35
3	38
4	25
5	21
5	27
5	36
6	8
7	8
8	9
9	9
10	9
11	6
11	15
11	18
12	6
12	15
12	18
13	11
14	19
14	34
20	13
20	16
20	24
20	28
20	35
20	38
21	25
22	25
23	26
24	26
25	20
26	20
27	20
28	20
29	17
30	17
31	29
32	9
34	26
35	17
36	8
37	9
38	14
38	22
38	37
38	39
39	10
39	12
39	23
39	31
39	33
40	11
44	25
45	26
46	20
47	21
47	27
47	36
48	8
49	9
50	15
50	18
51	15
51	18
52	19
52	34
54	20
55	12
55	23
55	31
55	33
56	11
59	25
60	25
61	26
62	26
63	26
64	20
65	20
66	20
67	21
67	27
67	36
68	14
68	22
68	37
68	39
69	23
69	31
69	33
71	29
72	15
72	18
73	15
73	18
74	18
76	25
77	20
78	29
79	30
80	22
81	18
83	23
83	31
84	23
84	31
87	24
87	28
88	24
88	28
89	24
89	28
91	25
92	26
93	26
94	20
95	20
96	20
97	20
98	20
99	21
99	27
100	30
104	24
104	28
105	25
106	25
107	26
108	27
109	29
110	22
111	22
118	23
118	31
119	23
119	31
120	23
120	31
126	24
126	28
127	24
127	28
128	24
128	28
130	25
131	26
132	26
133	26
134	26
135	30
145	24
145	28
148	26
149	26
150	26
152	29
