SSM_index	CNA_index
0	8
0	35
1	3
1	15
2	3
2	15
3	26
3	30
3	38
4	26
4	30
4	38
5	28
6	28
7	28
8	24
9	24
10	24
11	5
12	5
13	18
13	27
13	36
14	13
14	14
14	19
15	23
16	11
16	32
17	8
17	35
18	29
19	23
20	23
21	26
21	30
21	38
22	17
23	9
23	20
24	11
24	32
25	18
25	27
25	36
26	18
26	27
26	36
27	12
27	37
28	22
37	23
40	15
41	23
42	23
43	23
44	26
45	17
46	24
49	23
50	26
51	24
52	16
54	14
54	19
55	23
56	16
57	20
58	20
59	20
61	25
63	26
64	25
65	18
68	19
74	24
77	21
78	21
79	22
83	23
84	26
86	24
101	23
103	23
104	23
106	23
108	23
111	23
113	26
114	26
133	25
134	25
160	28
161	31
162	32
163	32
164	34
165	34
166	37
172	37
173	35
175	29
180	37
185	36
186	37
