CNA_index	seg_index	subclone_ID	phase	change
0	16	2	A	3
1	9	3	A	-1
2	0	3	B	1
3	0	4	B	3
4	11	4	B	-1
5	18	5	A	-1
6	4	5	B	2
7	11	6	A	1
8	11	7	A	1
9	15	7	A	-1
10	11	7	B	-1
11	14	7	B	-1
12	17	8	B	-1
13	18	8	B	1
14	3	9	A	1
15	9	9	B	-1
16	18	9	B	1
17	3	10	A	1
18	0	10	B	1
19	4	10	B	1
20	6	11	A	-1
21	1	12	A	-1
22	8	13	B	-1
23	16	13	B	2
24	18	13	B	2
25	8	14	A	-1
26	3	14	B	-1
27	12	14	B	-1
28	15	14	B	-1
29	1	15	A	-1
30	4	15	A	-1
31	0	15	B	1
32	15	15	B	-1
33	14	16	A	-1
34	18	16	A	-1
35	0	16	B	1
36	8	17	A	-1
37	3	19	B	-1
38	13	20	A	-1
39	8	20	B	-1
