CNA_index	seg_index	subclone_ID	phase	change
0	1	1	B	1
1	17	1	B	-1
2	7	2	A	-1
3	9	3	A	-1
4	10	3	A	-1
5	2	3	B	1
6	5	4	A	-1
7	12	4	A	1
8	16	4	A	-1
9	16	4	B	1
10	6	5	B	1
11	11	6	A	-1
12	13	6	A	-1
13	16	6	A	-1
14	18	6	A	1
15	3	7	B	-1
16	7	7	B	-1
17	1	9	A	-1
18	15	9	A	1
19	19	9	A	-1
20	19	9	B	-1
21	1	10	A	-1
22	18	10	A	1
23	19	10	A	-1
24	18	10	B	-1
25	8	11	A	-1
26	10	11	B	-1
27	18	13	A	2
28	19	14	A	-1
29	13	14	B	-1
30	9	15	A	-1
31	9	17	B	-1
32	12	17	B	-1
33	14	17	B	-1
34	16	17	B	1
35	10	19	A	-1
36	15	19	A	1
37	13	19	B	-1
38	12	20	A	1
39	4	20	B	1
