CNA_index	seg_index	subclone_ID	phase	change
0	1	1	A	-1
1	8	1	A	-1
2	33	1	A	1
3	15	2	B	1
4	29	2	B	2
5	27	3	A	1
6	1	3	B	-1
7	34	4	A	-1
8	4	5	A	-1
9	16	6	A	-1
10	36	7	A	-1
11	6	8	A	-1
12	12	8	A	1
13	32	8	A	-1
14	6	8	B	-1
15	30	8	B	-1
16	15	9	A	2
17	38	9	B	1
18	19	10	A	1
19	9	11	A	-1
20	27	11	A	1
21	30	12	A	-1
22	37	12	A	-1
23	8	12	B	1
24	39	13	A	-1
25	20	13	B	1
26	6	14	B	-1
27	28	15	A	1
28	17	15	B	-1
29	24	16	A	1
30	26	16	A	-1
31	20	17	B	1
32	12	18	A	2
33	19	18	A	1
34	24	19	A	1
35	31	19	B	-1
36	34	19	B	1
37	39	19	B	1
38	22	20	A	2
39	29	20	A	1
