CNA_index	seg_index	subclone_ID	phase	change
0	1	1	B	-1
1	9	1	B	1
2	0	2	B	-1
3	5	2	B	1
4	2	3	A	2
5	1	3	B	-1
6	5	3	B	1
7	1	4	B	-1
8	3	4	B	1
9	0	6	A	-1
10	4	6	A	-1
11	3	6	B	1
12	6	7	B	1
13	8	7	B	1
14	1	8	B	-1
15	8	8	B	1
16	7	9	B	1
17	3	10	B	1
18	5	10	B	2
19	9	10	B	1
20	5	11	B	1
21	0	12	B	-1
22	8	12	B	1
23	3	13	A	2
24	7	13	B	1
25	4	14	B	-1
26	5	14	B	2
27	8	14	B	1
28	1	15	B	-1
29	8	15	B	1
30	6	16	A	1
31	6	16	B	2
32	9	17	B	1
33	5	18	A	2
34	7	18	B	1
35	9	18	B	1
36	7	19	B	1
37	9	19	B	1
38	7	20	B	1
39	8	20	B	1
