CNA_index	seg_index	subclone_ID	phase	change
0	16	2	B	1
1	5	4	B	1
2	12	4	B	1
3	7	5	A	2
4	10	5	A	-1
5	15	5	A	-1
6	2	5	B	1
7	2	6	A	1
8	4	6	A	3
9	1	6	B	1
10	6	6	B	-1
11	4	7	A	1
12	9	8	B	-1
13	15	8	B	1
14	11	9	A	1
15	2	9	B	1
16	10	9	B	3
17	0	10	A	1
18	9	10	A	2
19	4	10	B	1
20	16	10	B	2
21	18	10	B	1
22	7	11	A	1
23	0	11	B	1
24	15	11	B	1
25	19	11	B	1
26	6	12	A	2
27	7	12	B	1
28	15	12	B	1
29	3	13	A	3
30	17	13	B	1
31	18	13	B	1
32	12	14	A	1
33	13	14	B	-1
34	9	15	A	1
35	4	16	A	1
36	14	16	A	1
37	11	16	B	1
38	6	17	B	-1
39	12	20	B	1
