CNA_index	seg_index	subclone_ID	phase	change
0	4	1	A	-1
1	5	1	A	-1
2	9	1	A	-1
3	3	1	B	-1
4	6	1	B	-1
5	9	1	B	-1
6	1	2	A	-1
7	8	2	A	1
8	7	4	B	1
9	0	5	A	1
10	4	5	A	-1
11	9	5	A	-1
12	9	6	A	-1
13	6	6	B	-1
14	0	7	B	2
15	2	9	A	-1
16	0	10	A	1
17	3	10	A	-1
18	3	10	B	-1
19	5	10	B	-1
20	0	11	A	2
21	4	11	B	-1
22	9	11	B	-1
23	0	12	A	1
24	2	13	A	-1
25	3	13	A	-1
26	5	13	A	-1
27	9	13	B	-1
28	0	14	A	1
29	1	15	B	1
30	5	16	A	-1
31	9	16	A	-1
32	8	16	B	-1
33	0	17	B	2
34	8	18	A	1
35	6	18	B	-1
36	0	19	A	1
37	6	19	A	-1
38	7	19	A	-1
39	2	20	B	-1
