SSM_index	seg_index	subclone_ID
0	4	1
1	2	2
2	3	2
3	4	2
4	4	2
5	5	2
6	6	2
7	6	2
8	8	2
9	8	2
10	8	2
11	2	2
12	2	2
13	6	2
14	8	2
15	6	3
16	6	3
17	6	3
18	6	3
19	4	4
20	0	5
21	0	5
22	1	5
23	2	5
24	3	5
25	3	5
26	4	5
27	4	5
28	5	5
29	9	5
30	0	5
31	0	5
32	1	5
33	2	5
34	2	5
35	3	5
36	3	5
37	3	5
38	4	5
39	9	5
40	0	6
41	0	6
42	0	6
43	2	6
44	3	6
45	3	6
46	3	6
47	9	6
48	9	6
49	0	6
50	4	6
51	4	6
52	4	6
53	4	6
54	8	6
55	8	6
56	8	6
57	8	6
58	0	7
59	2	8
60	2	8
61	2	8
62	3	8
63	8	8
64	4	9
65	8	9
66	8	9
67	9	9
68	0	9
69	8	9
70	0	10
71	2	10
72	2	10
73	3	10
74	8	10
75	0	11
76	0	11
77	0	11
78	0	11
79	1	11
80	1	11
81	2	11
82	2	11
83	3	11
84	3	11
85	4	11
86	4	11
87	5	11
88	5	11
89	5	11
90	8	11
91	9	11
92	0	11
93	0	11
94	0	11
95	0	11
96	1	11
97	2	11
98	2	11
99	3	11
100	5	11
101	8	11
102	9	11
103	0	12
104	2	13
105	9	13
106	0	13
107	0	13
108	2	13
109	3	13
110	0	14
111	0	14
112	0	14
113	0	14
114	0	14
115	0	14
116	0	14
117	0	14
118	0	14
119	0	14
120	0	14
121	0	14
122	0	14
123	0	14
124	0	14
125	1	14
126	3	14
127	3	14
128	4	14
129	4	14
130	4	14
131	4	14
132	4	14
133	5	14
134	5	14
135	9	14
136	9	14
137	9	14
138	9	14
139	0	14
140	0	14
141	0	14
142	0	14
143	1	14
144	1	14
145	2	14
146	3	14
147	8	14
148	0	15
149	2	15
150	5	15
151	0	16
152	0	16
153	0	16
154	1	16
155	1	16
156	1	16
157	3	16
158	3	16
159	3	16
160	3	16
161	3	16
162	3	16
163	4	16
164	4	16
165	4	16
166	4	16
167	5	16
168	9	16
169	9	16
170	0	16
171	1	16
172	2	16
173	2	16
174	3	16
175	3	16
176	3	16
177	8	16
178	8	16
179	9	16
180	9	16
181	0	17
182	0	17
183	0	18
184	0	18
185	0	18
186	3	18
187	3	18
188	3	18
189	0	18
190	3	18
191	1	19
192	3	19
193	3	19
194	5	19
195	6	19
196	6	19
197	8	19
198	2	19
199	0	20
