CNA_index	seg_index	subclone_ID	phase	change
0	2	2	A	-1
1	1	2	B	2
2	2	2	B	2
3	1	3	B	1
4	8	3	B	1
5	0	5	B	1
6	1	6	B	2
7	8	6	B	1
8	3	7	B	1
9	0	8	B	1
10	9	9	A	1
11	2	9	B	2
12	9	9	B	-1
13	1	10	A	-1
14	1	10	B	1
15	2	10	B	2
16	0	11	B	1
17	1	11	B	1
18	2	11	B	1
19	3	11	B	1
20	6	11	B	1
21	2	12	A	-1
22	0	12	B	1
23	3	12	B	1
24	5	12	B	1
25	2	13	B	2
26	2	14	B	1
27	3	14	B	1
28	1	15	A	-1
29	3	15	A	-1
30	8	15	A	1
31	0	15	B	1
32	4	15	B	-1
33	8	15	B	1
34	6	16	B	1
35	9	16	B	-1
36	4	17	A	-1
37	8	17	B	1
38	4	18	B	-1
39	2	19	B	1
