CNA_index	seg_index	subclone_ID	phase	change
0	13	1	A	1
1	15	1	A	1
2	8	1	B	-1
3	17	2	A	-1
4	6	2	B	-1
5	5	3	A	-1
6	0	5	A	1
7	8	5	A	1
8	13	5	A	1
9	15	5	A	1
10	7	5	B	-1
11	15	6	A	1
12	9	7	A	1
13	16	7	A	-1
14	18	7	A	-1
15	0	9	B	-1
16	1	10	A	-1
17	3	11	A	1
18	7	11	A	-1
19	14	11	A	-1
20	16	11	B	-1
21	12	12	A	-1
22	13	12	A	1
23	3	12	B	-1
24	10	13	A	-1
25	10	14	A	-1
26	4	15	A	1
27	8	16	A	2
28	0	17	A	1
29	4	17	A	1
30	6	17	A	-1
31	11	17	A	-1
32	7	18	A	-1
33	12	18	B	-1
34	16	19	A	-1
35	2	19	B	-1
36	16	19	B	-1
37	2	20	A	-1
38	8	20	A	1
39	14	20	B	-1
