SSM_index	CNA_index
23	18
24	18
25	18
26	7
26	14
26	27
27	7
27	14
27	27
28	9
29	9
30	9
31	34
31	37
32	19
33	16
33	25
33	35
34	10
34	21
35	6
35	24
35	26
35	39
36	6
36	24
36	26
36	39
37	32
37	36
38	11
38	22
39	7
39	14
39	27
40	7
40	14
40	27
41	15
42	15
43	20
43	31
44	20
44	31
45	20
45	31
46	19
47	19
49	16
49	25
49	35
50	21
51	19
52	16
52	25
52	35
53	18
54	21
55	14
55	27
56	34
56	37
57	34
57	37
58	16
58	25
58	35
59	18
60	18
61	18
62	21
63	21
64	21
65	24
65	26
65	39
66	24
66	26
66	39
67	24
67	26
67	39
68	24
68	26
68	39
69	24
69	26
69	39
70	32
70	36
71	29
72	33
73	22
74	22
75	14
75	27
76	14
76	27
77	14
77	27
78	14
78	27
79	14
79	27
80	14
80	27
81	14
81	27
82	23
82	28
82	30
83	15
84	15
85	15
86	34
86	37
87	34
87	37
88	34
88	37
90	13
91	20
91	31
92	20
92	31
93	19
94	19
95	16
95	25
95	35
96	16
96	25
96	35
97	16
97	25
97	35
98	17
99	21
100	33
101	22
102	22
103	27
104	23
104	28
104	30
105	23
105	28
105	30
106	15
108	15
110	20
110	31
111	19
112	19
113	16
113	25
113	35
114	38
115	21
116	33
118	34
118	37
120	25
120	35
121	24
121	26
121	39
122	22
123	27
124	27
125	27
127	25
127	35
128	32
128	36
129	29
130	33
131	33
132	22
133	27
134	23
134	28
134	30
135	23
135	28
135	30
136	23
136	28
136	30
137	23
137	28
137	30
138	23
138	28
138	30
139	23
139	28
139	30
143	34
143	37
144	34
144	37
145	27
146	34
146	37
147	26
147	39
152	31
153	33
154	33
156	28
156	30
157	28
157	30
158	35
159	35
160	39
161	32
161	36
164	30
170	34
174	35
176	35
177	39
182	39
