CNA_index	seg_index	subclone_ID	phase	change
0	19	3	A	1
1	35	3	B	-1
2	5	5	A	-1
3	5	5	B	1
4	7	5	B	1
5	37	5	B	1
6	25	6	A	-1
7	32	6	A	-1
8	23	7	A	-1
9	7	7	B	3
10	20	7	B	1
11	1	8	A	1
12	17	9	A	-1
13	2	9	B	1
14	17	9	B	-1
15	33	10	B	1
16	29	11	A	1
17	1	11	B	-1
18	2	11	B	2
19	39	11	B	1
20	14	12	A	1
21	11	12	B	-1
22	9	13	A	1
23	9	13	B	-1
24	27	13	B	-1
25	30	13	B	-1
26	15	14	A	-1
27	7	16	B	1
28	39	16	B	1
29	29	17	A	1
30	30	17	A	-1
31	11	17	B	-1
32	14	17	B	1
33	34	17	B	1
34	26	18	B	-1
35	33	18	B	3
36	29	19	A	2
37	2	19	B	1
38	13	19	B	1
39	15	19	B	-1
