SSM_index	CNA_index
1	17
2	33
3	20
3	39
6	27
7	15
7	28
8	10
8	16
9	10
9	16
10	22
11	19
11	35
12	11
12	30
15	8
15	32
15	36
16	25
16	38
17	25
17	38
18	25
18	38
19	18
19	34
20	18
20	34
21	29
22	29
23	20
23	39
27	27
28	22
29	22
30	22
31	22
32	15
32	28
33	15
33	28
34	10
34	16
35	10
35	16
38	22
39	21
39	23
39	31
40	21
40	23
40	31
41	13
42	13
43	32
43	36
44	25
44	38
45	29
46	20
46	39
48	22
50	15
50	28
51	16
52	32
52	36
53	32
53	36
54	17
55	20
55	39
56	22
58	16
59	33
60	29
61	30
65	21
65	23
65	31
66	21
66	23
66	31
69	32
74	17
76	33
77	25
78	25
79	25
80	34
81	26
82	29
83	29
84	29
85	20
86	20
89	22
92	28
96	30
97	30
98	30
100	25
101	20
103	22
104	22
105	22
106	22
107	35
108	35
109	28
112	33
113	29
114	29
117	22
118	22
119	28
123	32
124	26
126	35
127	29
131	31
137	35
154	36
157	38
158	37
160	39
161	39
162	39
