CNA_index	seg_index	subclone_ID	phase	change
0	0	1	B	-1
1	7	1	B	1
2	18	1	B	1
3	3	3	A	1
4	16	4	A	1
5	14	4	B	1
6	17	4	B	-1
7	19	5	A	-1
8	2	5	B	-1
9	6	5	B	-1
10	10	6	A	-1
11	0	7	A	-1
12	2	7	A	1
13	14	7	A	-1
14	14	7	B	2
15	15	7	B	1
16	9	8	A	1
17	15	10	A	1
18	15	11	A	1
19	17	11	A	1
20	12	11	B	-1
21	5	13	B	1
22	10	13	B	3
23	3	14	B	-1
24	5	15	B	2
25	10	15	B	1
26	16	15	B	1
27	6	16	B	-1
28	15	16	B	2
29	19	17	A	-1
30	10	17	B	1
31	8	18	A	4
32	15	18	A	1
33	15	18	B	1
34	7	19	B	1
35	15	19	B	1
36	16	19	B	1
37	19	19	B	-1
38	6	20	A	-1
39	15	20	A	1
