CNA_index	seg_index	subclone_ID	phase	change
0	1	1	B	2
1	6	1	B	1
2	7	1	B	1
3	9	1	B	-1
4	12	1	B	1
5	13	2	B	1
6	16	2	B	-1
7	13	3	B	1
8	4	4	B	-1
9	5	4	B	1
10	12	5	B	2
11	14	5	B	1
12	1	6	B	1
13	12	6	B	1
14	18	6	B	-1
15	19	6	B	-1
16	9	7	B	-1
17	0	9	A	1
18	8	9	B	-1
19	13	9	B	1
20	1	10	B	1
21	3	10	B	1
22	16	10	B	-1
23	18	11	A	1
24	0	11	B	1
25	1	11	B	3
26	8	11	B	-1
27	3	12	B	1
28	16	12	B	-1
29	13	13	A	1
30	0	13	B	1
31	6	13	B	1
32	6	15	B	1
33	18	16	A	1
34	1	16	B	3
35	6	16	B	1
36	16	16	B	-1
37	11	17	B	1
38	6	18	B	3
39	6	19	B	2
