CNA_index	seg_index	subclone_ID	phase	change
0	0	1	A	1
1	19	1	B	1
2	37	2	A	1
3	18	2	B	2
4	1	3	B	1
5	25	3	B	-1
6	25	5	B	-1
7	31	5	B	1
8	4	6	A	2
9	39	6	A	1
10	0	7	A	1
11	13	7	B	1
12	0	8	B	-1
13	24	11	A	-1
14	1	11	B	2
15	2	11	B	-1
16	16	11	B	1
17	27	11	B	1
18	16	12	A	1
19	35	12	B	-1
20	18	13	A	-1
21	13	13	B	1
22	1	14	A	-1
23	12	14	A	-1
24	23	14	A	2
25	4	14	B	1
26	13	14	B	1
27	37	14	B	-1
28	4	15	A	1
29	18	15	B	2
30	33	15	B	1
31	23	16	B	1
32	15	17	A	3
33	13	17	B	2
34	8	18	A	-1
35	5	18	B	-1
36	11	19	A	3
37	18	19	B	1
38	24	19	B	-1
39	39	20	B	-1
