CNA_index	seg_index	subclone_ID	phase	change
0	6	1	B	3
1	7	1	B	-1
2	8	3	A	2
3	8	4	A	2
4	7	4	B	-1
5	3	5	A	1
6	5	5	B	1
7	1	8	A	-1
8	5	8	A	1
9	8	8	B	1
10	5	10	A	1
11	0	10	B	-1
12	3	10	B	-1
13	9	10	B	-1
14	2	11	A	-1
15	3	11	A	1
16	5	11	B	2
17	1	12	B	-1
18	6	12	B	1
19	8	13	A	1
20	2	13	B	1
21	5	13	B	1
22	2	14	B	3
23	4	14	B	1
24	6	15	B	1
25	7	15	B	-1
26	7	16	B	-1
27	5	17	B	1
28	6	17	B	1
29	9	18	A	2
30	5	18	B	2
31	6	18	B	1
32	3	19	A	2
33	4	19	B	1
34	6	19	B	1
35	8	19	B	1
36	4	20	A	-1
37	6	20	A	-1
38	5	20	B	1
39	8	20	B	1
