SSM_index	CNA_index
0	32
1	9
2	2
2	28
3	5
4	5
5	38
6	33
6	35
7	33
7	35
8	29
9	3
10	4
10	12
10	30
10	31
10	39
13	1
14	32
15	5
16	38
17	33
17	35
20	32
21	34
22	9
23	28
24	28
26	7
27	33
27	35
28	36
30	30
30	31
30	39
31	30
31	31
31	39
33	8
36	34
37	34
38	28
39	28
40	38
41	33
41	35
42	29
47	30
47	31
47	39
48	30
48	31
48	39
50	37
52	8
55	32
56	34
57	28
58	33
58	35
59	29
62	30
62	31
62	39
63	30
63	31
63	39
64	30
64	31
64	39
65	30
65	31
65	39
67	37
68	37
73	14
74	14
75	14
79	17
80	17
81	17
82	17
83	17
89	18
90	18
93	19
95	20
95	27
96	20
96	27
98	24
105	20
105	27
106	21
107	26
114	20
114	27
115	27
116	27
117	20
117	27
119	25
120	23
123	27
125	25
134	27
152	38
153	33
153	35
154	33
154	35
156	39
157	31
157	39
160	32
161	32
168	38
169	36
171	39
172	39
173	39
180	35
181	33
181	35
182	35
183	33
183	35
184	33
184	35
186	39
187	39
188	39
191	38
193	39
