CNA_index	seg_index	subclone_ID	phase	change
0	15	1	B	-1
1	19	1	B	-1
2	6	2	A	1
3	5	2	B	-1
4	3	3	B	-1
5	1	4	A	-1
6	2	4	B	-1
7	4	4	B	1
8	5	5	A	-1
9	6	5	A	2
10	9	5	B	-1
11	14	5	B	2
12	17	5	B	-1
13	6	6	A	1
14	19	6	A	-1
15	11	6	B	1
16	18	6	B	1
17	11	7	A	-1
18	6	8	B	-1
19	1	9	B	-1
20	10	9	B	-1
21	11	9	B	1
22	11	11	B	3
23	13	11	B	1
24	2	14	A	-1
25	0	15	A	-1
26	4	15	A	-1
27	10	15	A	-1
28	14	15	A	1
29	18	15	A	-1
30	0	15	B	-1
31	11	16	A	-1
32	13	17	A	-1
33	8	17	B	-1
34	16	17	B	-1
35	17	17	B	-1
36	19	19	A	-1
37	7	19	B	-1
38	9	19	B	-1
39	14	19	B	1
