CNA_index	seg_index	subclone_ID	phase	change
0	7	2	A	2
1	8	2	A	-1
2	1	2	B	1
3	0	3	A	-1
4	8	3	A	-1
5	2	4	B	-1
6	1	5	A	-1
7	7	5	B	-1
8	4	6	A	2
9	8	6	A	-1
10	0	7	A	-1
11	1	7	A	-1
12	1	8	A	-1
13	9	8	A	1
14	0	8	B	-1
15	5	8	B	1
16	2	9	B	-1
17	1	10	A	-1
18	2	10	A	4
19	8	10	B	-1
20	2	11	A	1
21	4	11	A	1
22	1	11	B	1
23	9	13	A	3
24	2	14	A	1
25	4	14	A	1
26	7	14	A	1
27	9	15	A	3
28	2	15	B	-1
29	8	15	B	-1
30	1	16	A	-1
31	2	16	A	1
32	6	17	A	-1
33	4	17	B	-1
34	7	17	B	-1
35	1	19	A	-1
36	3	19	A	-1
37	1	19	B	2
38	0	20	B	-1
39	5	20	B	1
