CNA_index	seg_index	subclone_ID	phase	change
0	5	3	A	2
1	8	4	B	2
2	2	5	B	1
3	5	5	B	-1
4	8	5	B	1
5	4	6	B	1
6	15	6	B	1
7	14	7	A	-1
8	16	7	A	1
9	9	7	B	-1
10	3	8	A	-1
11	15	8	A	-1
12	16	8	A	1
13	10	8	B	1
14	18	8	B	2
15	8	9	A	-1
16	15	9	A	-1
17	1	9	B	1
18	1	10	A	2
19	2	10	B	2
20	8	10	B	3
21	1	11	A	1
22	3	12	B	-1
23	9	13	A	-1
24	13	13	A	-1
25	11	13	B	-1
26	14	13	B	-1
27	8	14	B	4
28	4	16	A	-1
29	12	16	A	1
30	16	16	A	1
31	5	18	A	1
32	7	18	A	1
33	8	18	B	1
34	13	18	B	-1
35	16	19	A	1
36	1	19	B	2
37	8	19	B	1
38	3	20	A	-1
39	9	20	B	-1
