CNA_index	seg_index	subclone_ID	phase	change
0	16	1	A	-1
1	3	1	B	-1
2	5	2	A	-1
3	17	3	A	1
4	14	3	B	-1
5	9	4	B	1
6	19	5	B	-1
7	6	6	A	1
8	3	6	B	-1
9	6	6	B	-1
10	6	7	B	-1
11	9	7	B	2
12	19	8	A	-1
13	16	8	B	1
14	17	8	B	1
15	2	10	A	-1
16	12	10	A	1
17	1	10	B	2
18	5	10	B	-1
19	12	10	B	-1
20	17	12	B	1
21	14	13	B	-1
22	16	13	B	1
23	3	14	A	-1
24	0	15	B	-1
25	3	15	B	-1
26	8	15	B	-1
27	13	16	A	-1
28	0	16	B	-1
29	13	16	B	-1
30	16	16	B	1
31	9	17	A	-1
32	17	18	A	2
33	18	19	A	1
34	9	19	B	3
35	8	20	A	1
36	16	20	A	-1
37	5	20	B	-1
38	14	20	B	-1
39	19	20	B	-1
