CNA_index	seg_index	subclone_ID	phase	change
0	1	1	A	2
1	7	1	A	1
2	9	1	A	1
3	6	1	B	2
4	6	2	A	1
5	4	2	B	1
6	5	2	B	1
7	6	3	A	2
8	2	3	B	-1
9	3	4	A	-1
10	7	4	A	1
11	5	5	A	-1
12	9	6	A	1
13	5	6	B	3
14	9	6	B	-1
15	8	7	A	-1
16	2	8	A	-1
17	7	8	A	1
18	0	8	B	1
19	9	9	A	1
20	2	10	A	-1
21	5	10	A	-1
22	7	10	A	1
23	8	10	A	-1
24	5	10	B	1
25	8	10	B	1
26	0	11	A	2
27	7	11	A	1
28	6	14	B	1
29	7	15	A	1
30	7	15	B	-1
31	9	16	B	-1
32	4	17	A	-1
33	3	17	B	-1
34	1	18	A	1
35	9	18	A	1
36	7	19	A	1
37	9	19	A	1
38	1	19	B	2
39	0	20	B	1
