CNA_index	seg_index	subclone_ID	phase	change
0	1	2	A	1
1	9	2	A	1
2	0	2	B	1
3	6	2	B	-1
4	7	2	B	2
5	9	3	B	2
6	3	4	A	1
7	1	4	B	-1
8	2	5	A	1
9	4	5	A	1
10	5	5	A	-1
11	6	5	A	1
12	5	5	B	1
13	7	5	B	1
14	9	5	B	2
15	4	6	A	1
16	7	6	B	2
17	7	7	A	1
18	1	8	A	1
19	4	8	A	1
20	9	8	B	1
21	6	10	B	-1
22	7	10	B	1
23	4	12	A	1
24	1	12	B	-1
25	5	12	B	1
26	1	13	A	1
27	2	13	A	1
28	2	13	B	1
29	1	14	A	2
30	9	14	A	1
31	8	15	A	-1
32	9	15	B	1
33	2	16	A	1
34	2	16	B	1
35	8	18	A	-1
36	4	18	B	-1
37	5	18	B	3
38	1	19	A	2
39	2	19	B	1
