CNA_index	seg_index	subclone_ID	phase	change
0	12	1	A	2
1	0	1	B	-1
2	16	3	A	1
3	8	3	B	-1
4	18	3	B	1
5	0	4	A	-1
6	5	4	A	1
7	3	4	B	-1
8	17	4	B	-1
9	19	5	B	1
10	15	7	A	1
11	17	8	A	1
12	19	8	B	1
13	7	9	A	3
14	11	9	A	-1
15	4	9	B	1
16	7	10	A	1
17	10	10	A	-1
18	12	10	B	-1
19	13	11	A	-1
20	16	11	A	1
21	18	11	A	1
22	15	11	B	1
23	16	11	B	2
24	2	12	B	-1
25	11	12	B	1
26	7	13	A	1
27	1	13	B	-1
28	8	14	B	-1
29	17	15	A	1
30	19	15	B	2
31	5	16	B	4
32	15	17	A	1
33	19	17	A	-1
34	19	17	B	1
35	14	18	B	-1
36	0	20	A	-1
37	3	20	A	-1
38	11	20	A	-1
39	17	20	B	-1
