CNA_index	seg_index	subclone_ID	phase	change
0	8	1	A	1
1	13	1	B	1
2	36	2	A	-1
3	0	2	B	-1
4	34	3	A	1
5	34	4	B	1
6	35	6	A	-1
7	8	6	B	-1
8	16	7	A	-1
9	7	7	B	-1
10	20	7	B	-1
11	35	8	B	-1
12	38	8	B	1
13	1	10	B	-1
14	18	10	B	2
15	37	11	A	-1
16	23	11	B	2
17	39	11	B	2
18	14	13	A	-1
19	33	13	A	-1
20	5	13	B	-1
21	14	13	B	-1
22	17	13	B	1
23	26	13	B	1
24	28	13	B	-1
25	32	14	A	-1
26	8	14	B	-1
27	20	14	B	-1
28	25	14	B	-1
29	32	14	B	-1
30	33	14	B	-1
31	38	14	B	1
32	12	15	B	-1
33	28	16	B	-1
34	31	17	A	-1
35	10	19	B	1
36	37	19	B	1
37	7	20	A	-1
38	5	20	B	-1
39	38	20	B	1
