CNA_index	seg_index	subclone_ID	phase	change
0	9	1	B	1
1	0	3	A	1
2	18	3	A	1
3	1	3	B	1
4	14	3	B	1
5	1	5	A	1
6	6	6	A	-1
7	8	6	A	-1
8	0	6	B	-1
9	15	6	B	-1
10	16	6	B	1
11	2	7	A	-1
12	3	7	A	1
13	0	7	B	-1
14	13	7	B	1
15	19	7	B	1
16	3	8	A	1
17	8	8	A	-1
18	15	8	A	1
19	17	8	A	-1
20	12	9	A	2
21	14	10	B	1
22	16	11	A	-1
23	6	11	B	-1
24	15	12	A	1
25	1	13	A	1
26	9	13	A	-1
27	7	14	B	1
28	14	15	A	2
29	2	15	B	-1
30	4	15	B	3
31	12	15	B	-1
32	16	15	B	1
33	16	16	A	-1
34	5	17	A	1
35	11	17	B	2
36	13	17	B	2
37	16	18	B	1
38	15	19	B	-1
39	11	20	A	-1
