SSM_index	CNA_index
6	12
6	15
7	12
7	15
8	3
9	3
10	2
12	13
12	19
13	13
13	19
14	13
14	19
15	13
15	19
16	5
17	7
17	11
17	18
18	10
19	10
20	10
21	16
22	4
23	4
24	4
25	8
26	17
27	17
28	17
29	17
30	3
32	13
33	9
34	10
36	14
38	12
38	15
39	10
40	4
41	4
42	4
43	4
46	12
46	15
47	12
47	15
50	13
51	13
52	13
53	10
54	4
55	4
57	14
61	9
62	10
63	4
64	17
67	12
67	15
68	12
68	15
69	12
69	15
76	4
79	5
80	10
81	17
84	7
84	11
85	12
85	15
86	13
87	10
89	12
89	15
90	12
90	15
93	16
100	13
102	10
103	10
104	10
105	17
106	17
108	12
108	15
113	11
114	17
115	17
116	17
117	12
117	15
121	11
122	17
125	14
126	12
126	15
130	11
131	11
132	11
133	16
136	16
139	15
145	16
146	16
147	16
148	17
149	17
150	17
166	19
167	19
173	18
174	18
