CNA_index	seg_index	subclone_ID	phase	change
0	23	1	A	1
1	7	2	B	3
2	25	2	B	1
3	31	2	B	1
4	5	3	B	-1
5	34	3	B	-1
6	7	4	B	1
7	15	4	B	1
8	15	5	B	1
9	4	7	B	-1
10	13	8	A	2
11	33	9	A	-1
12	27	9	B	-1
13	0	11	A	-1
14	25	11	B	1
15	28	12	A	-1
16	37	12	B	-1
17	6	13	B	1
18	27	13	B	-1
19	6	14	A	-1
20	7	14	B	1
21	22	14	B	-1
22	34	15	B	-1
23	0	16	A	-1
24	4	16	A	-1
25	9	16	A	-1
26	13	16	B	-1
27	22	16	B	-1
28	35	16	B	-1
29	35	17	A	1
30	32	17	B	-1
31	27	18	A	1
32	37	18	A	-1
33	20	18	B	2
34	37	18	B	-1
35	6	19	B	1
36	11	20	A	-1
37	34	20	A	1
38	2	20	B	-1
39	7	20	B	1
