CNA_index	seg_index	subclone_ID	phase	change
0	3	1	A	1
1	11	1	A	-1
2	5	1	B	1
3	8	2	A	1
4	18	2	B	1
5	1	3	A	-1
6	8	3	A	2
7	6	3	B	-1
8	8	3	B	-1
9	10	4	A	1
10	12	4	A	-1
11	12	4	B	1
12	13	5	A	-1
13	5	7	A	1
14	0	8	A	1
15	11	8	B	-1
16	14	8	B	2
17	18	9	A	-1
18	1	9	B	3
19	12	9	B	1
20	8	10	A	1
21	15	10	A	-1
22	19	10	A	1
23	0	10	B	-1
24	19	10	B	-1
25	13	11	B	-1
26	9	12	A	-1
27	2	12	B	-1
28	2	13	A	-1
29	2	14	A	-1
30	13	14	B	-1
31	18	15	A	-1
32	8	15	B	-1
33	2	16	B	-1
34	10	16	B	-1
35	8	17	A	1
36	11	17	A	-1
37	0	17	B	-1
38	15	18	A	-1
39	9	19	A	-1
