SSM_index	CNA_index
10	6
11	6
21	8
22	8
23	9
24	10
25	10
26	12
28	6
37	9
51	16
51	33
52	16
52	33
57	17
58	17
59	26
59	39
60	26
60	39
61	19
61	37
62	20
62	38
63	15
63	32
63	34
64	30
66	23
66	29
66	31
67	16
67	33
70	17
71	26
71	39
72	26
72	39
73	26
73	39
74	19
74	37
75	19
75	37
76	22
76	28
77	22
77	28
78	22
78	28
79	23
79	29
79	31
80	14
80	25
81	24
81	35
82	24
82	35
83	16
88	26
88	39
89	25
91	30
92	30
93	30
94	30
98	26
98	39
99	26
99	39
100	26
100	39
101	21
101	27
102	21
102	27
103	23
103	29
104	23
104	29
105	24
106	24
107	24
108	30
109	30
110	30
114	26
114	39
115	26
115	39
116	26
116	39
117	26
117	39
118	26
118	39
119	21
120	23
121	23
122	25
123	25
125	24
126	24
127	24
137	26
137	39
138	26
138	39
139	26
139	39
140	26
140	39
141	26
141	39
142	26
142	39
143	26
143	39
144	25
145	25
146	25
149	24
159	26
160	26
161	26
162	26
188	37
