CNA_index	seg_index	subclone_ID	phase	change
0	2	2	A	-1
1	18	2	A	1
2	9	2	B	-1
3	18	2	B	-1
4	5	3	A	-1
5	0	3	B	-1
6	6	3	B	1
7	17	4	B	-1
8	9	5	A	1
9	14	5	A	1
10	19	5	A	-1
11	6	6	B	1
12	15	7	A	-1
13	11	7	B	-1
14	17	8	A	1
15	4	8	B	-1
16	7	8	B	1
17	12	8	B	1
18	9	11	A	2
19	15	11	A	-1
20	16	11	B	-1
21	14	12	A	6
22	5	12	B	-1
23	14	12	B	-1
24	1	13	A	-1
25	11	13	A	1
26	16	13	A	2
27	17	13	A	1
28	4	13	B	-1
29	7	13	B	1
30	12	14	B	3
31	0	16	A	1
32	8	16	A	-1
33	14	18	A	1
34	10	19	A	-1
35	12	19	B	1
36	9	20	A	1
37	17	20	A	1
38	1	20	B	-1
39	8	20	B	1
