CNA_index	seg_index	subclone_ID	phase	change
0	34	1	A	1
1	0	1	B	-1
2	9	1	B	-1
3	28	1	B	-1
4	32	1	B	3
5	38	1	B	-1
6	28	2	A	1
7	11	2	B	2
8	26	2	B	-1
9	12	3	B	-1
10	23	3	B	2
11	7	4	A	1
12	8	4	A	-1
13	33	4	A	1
14	34	4	B	1
15	39	6	A	-1
16	21	6	B	1
17	23	6	B	1
18	29	6	B	1
19	10	8	A	-1
20	1	9	B	1
21	11	9	B	1
22	34	9	B	1
23	16	10	A	-1
24	13	10	B	-1
25	31	10	B	-1
26	32	11	A	-1
27	26	12	A	2
28	27	15	A	-1
29	2	15	B	-1
30	25	15	B	2
31	33	15	B	-1
32	14	16	B	-1
33	19	16	B	2
34	0	17	A	-1
35	39	17	B	1
36	0	18	A	-1
37	17	18	B	-1
38	25	18	B	1
39	36	18	B	1
