SSM_index	CNA_index
0	19
0	27
1	20
2	9
2	16
2	25
2	39
3	9
3	16
3	25
3	39
4	29
5	20
6	15
6	37
7	11
7	21
8	20
9	20
10	15
11	9
11	16
11	25
12	9
12	16
12	25
13	9
13	16
13	25
14	9
14	16
14	25
15	3
15	26
15	28
16	10
16	18
17	10
17	18
18	10
18	18
19	10
19	18
20	10
20	18
21	29
22	29
23	8
23	33
24	8
24	33
25	8
25	33
26	14
26	31
27	2
27	4
28	3
28	26
28	28
29	10
29	18
30	8
30	33
31	24
32	20
33	20
34	20
35	20
36	20
37	4
38	9
38	16
38	25
39	9
39	16
39	25
40	9
40	16
40	25
41	3
41	26
41	28
42	10
42	18
43	10
43	18
44	10
44	18
45	5
46	6
47	34
47	36
48	24
49	20
50	15
51	15
52	15
53	9
53	16
53	25
54	9
54	16
54	25
55	26
55	28
56	10
56	18
57	10
57	18
58	10
58	18
59	29
60	22
61	7
61	23
61	30
61	32
68	9
69	9
70	9
71	9
72	9
73	9
75	10
78	12
84	29
85	23
85	30
85	32
86	24
87	20
90	25
91	26
91	28
92	18
93	18
94	18
95	29
96	33
97	22
98	31
99	20
100	20
102	25
103	25
104	25
105	26
105	28
107	18
108	29
109	33
110	33
111	33
113	22
114	34
114	36
115	27
116	19
116	27
119	25
120	25
121	25
122	25
123	25
124	25
125	26
125	28
128	29
129	33
131	23
131	30
131	32
132	27
133	25
134	25
135	25
136	25
137	25
138	25
139	25
140	25
141	26
141	28
142	26
142	28
143	26
143	28
144	26
144	28
146	34
146	36
147	34
147	36
153	28
155	33
156	31
161	33
178	39
179	39
180	39
182	39
183	39
