SSM_index	CNA_index
1	5
1	13
1	34
3	12
3	26
3	29
3	33
5	5
5	13
5	34
7	11
7	14
8	6
8	23
8	35
9	39
10	39
11	4
11	9
12	4
12	9
13	32
14	27
14	36
15	27
15	36
16	27
16	36
17	17
17	19
17	21
17	25
17	28
17	30
18	7
19	9
20	13
20	34
21	9
23	27
23	36
24	16
24	37
28	13
28	34
29	27
29	36
30	27
30	36
31	27
31	36
32	16
32	37
36	31
37	23
37	35
38	23
38	35
40	39
41	39
48	27
48	36
49	27
49	36
50	27
50	36
51	27
51	36
52	15
52	18
52	24
53	18
53	24
54	15
54	18
54	24
55	15
55	18
55	24
58	17
58	19
58	21
58	25
58	28
58	30
59	17
59	19
59	21
59	25
59	28
59	30
60	17
60	19
60	21
60	25
60	28
60	30
61	17
61	19
61	21
61	25
61	28
61	30
62	26
62	29
62	33
63	26
63	29
63	33
64	26
64	29
64	33
65	26
65	29
65	33
66	37
70	20
70	22
70	38
71	34
72	31
75	23
75	35
76	23
76	35
77	39
78	39
79	39
80	39
81	39
82	39
93	27
93	36
94	27
94	36
95	18
95	24
96	18
96	24
97	18
97	24
98	17
98	19
98	21
98	25
98	28
98	30
99	17
99	19
99	21
99	25
99	28
99	30
100	26
100	29
100	33
101	26
101	29
101	33
102	26
102	29
102	33
103	26
103	29
103	33
104	26
104	29
104	33
105	37
114	18
126	21
128	21
150	25
151	25
159	39
161	36
162	36
163	36
166	30
167	33
169	33
171	34
173	35
177	34
178	39
183	39
184	39
