CNA_index	seg_index	subclone_ID	phase	change
0	5	1	A	-1
1	4	1	B	-1
2	1	2	A	-1
3	1	2	B	-1
4	9	2	B	-1
5	4	3	A	-1
6	4	4	A	-1
7	8	4	A	-1
8	2	4	B	-1
9	0	5	A	2
10	3	5	B	1
11	8	6	B	1
12	1	7	A	-1
13	5	7	A	-1
14	0	7	B	1
15	3	7	B	1
16	8	7	B	2
17	0	8	A	2
18	6	9	A	1
19	4	9	B	-1
20	7	9	B	-1
21	6	10	B	-1
22	2	11	A	1
23	8	11	B	2
24	2	12	A	2
25	7	12	A	-1
26	2	12	B	-1
27	8	12	B	1
28	6	13	B	-1
29	9	13	B	-1
30	2	14	A	1
31	3	14	A	-1
32	1	17	A	-1
33	5	17	B	-1
34	0	18	A	1
35	2	18	A	2
36	8	18	B	1
37	8	19	B	2
38	1	20	B	-1
39	7	20	B	-1
