SSM_index	CNA_index
15	2
16	2
17	2
30	17
32	20
33	15
34	6
34	22
34	24
34	37
35	25
36	25
37	25
38	7
38	16
38	23
38	29
38	34
39	7
39	16
39	23
39	29
39	34
40	7
40	16
40	23
40	29
40	34
41	9
41	26
41	32
41	38
42	9
42	26
42	32
42	38
43	9
43	26
43	32
43	38
44	9
44	26
44	32
44	38
45	10
45	19
46	10
46	19
47	10
47	19
48	11
48	18
49	12
49	21
50	12
50	21
51	12
51	21
52	13
52	36
53	13
53	36
54	13
54	36
55	13
55	36
56	13
56	36
57	13
57	36
58	13
58	36
59	13
59	36
61	12
63	14
65	18
66	18
67	36
71	20
72	20
73	20
74	27
75	22
75	24
75	37
76	28
76	33
77	26
77	32
77	38
78	19
79	36
82	25
83	28
83	33
84	30
84	31
84	35
84	39
85	36
86	20
87	29
87	34
88	29
88	34
89	36
90	21
91	36
93	25
94	30
94	31
94	35
95	30
95	31
95	35
96	30
96	31
96	35
97	26
97	32
102	22
103	22
105	33
106	34
107	31
107	35
108	32
109	32
110	32
111	36
112	36
113	36
138	23
139	23
147	30
151	32
152	36
156	33
157	34
158	34
159	36
161	34
167	36
