CNA_index	seg_index	subclone_ID	phase	change
0	33	1	A	1
1	7	1	B	-1
2	3	2	A	-1
3	33	2	B	-1
4	22	3	A	-1
5	23	3	A	-1
6	30	3	A	-1
7	32	3	B	1
8	24	4	B	-1
9	37	4	B	2
10	8	5	A	-1
11	4	5	B	1
12	21	6	A	-1
13	0	6	B	-1
14	17	6	B	1
15	35	7	A	-1
16	28	7	B	-1
17	37	7	B	1
18	1	10	A	2
19	20	10	A	-1
20	39	10	A	1
21	0	10	B	-1
22	12	10	B	1
23	17	10	B	2
24	23	11	B	1
25	4	12	A	-1
26	32	12	A	-1
27	8	13	A	-1
28	26	13	A	-1
29	2	13	B	-1
30	4	13	B	1
31	32	13	B	1
32	5	14	A	-1
33	27	14	B	1
34	26	15	B	-1
35	19	17	A	1
36	8	18	B	-1
37	19	18	B	-1
38	28	20	A	-1
39	34	20	A	-1
