CNA_index	seg_index	subclone_ID	phase	change
0	8	1	A	-1
1	18	1	A	-1
2	19	1	B	-1
3	4	2	A	2
4	11	2	A	1
5	15	2	A	1
6	19	3	A	-1
7	9	3	B	1
8	14	3	B	2
9	3	4	A	-1
10	11	5	A	1
11	17	5	A	2
12	19	5	A	-1
13	13	6	A	-1
14	1	7	A	1
15	7	7	A	-1
16	14	7	A	-1
17	10	7	B	-1
18	9	8	A	-1
19	8	8	B	-1
20	11	10	A	1
21	3	11	A	-1
22	7	11	A	-1
23	13	11	A	-1
24	15	11	A	1
25	5	12	A	-1
26	8	12	B	-1
27	10	13	A	-1
28	11	13	A	1
29	14	14	A	-1
30	11	14	B	-1
31	11	15	A	4
32	2	16	A	-1
33	0	17	B	-1
34	6	18	A	1
35	3	18	B	2
36	9	18	B	1
37	13	18	B	1
38	13	19	B	1
39	11	20	B	-1
