CNA_index	seg_index	subclone_ID	phase	change
0	1	1	B	1
1	6	2	A	-1
2	1	2	B	1
3	4	2	B	2
4	8	2	B	2
5	0	3	B	-1
6	3	4	A	-1
7	1	4	B	1
8	5	4	B	-1
9	7	4	B	-1
10	7	5	A	-1
11	1	6	A	1
12	1	6	B	1
13	6	6	B	-1
14	5	7	A	-1
15	1	7	B	3
16	6	7	B	-1
17	7	9	A	-1
18	0	10	A	1
19	1	10	A	2
20	4	10	A	1
21	2	10	B	1
22	7	10	B	-1
23	8	10	B	1
24	9	12	A	-1
25	2	12	B	1
26	6	12	B	-1
27	3	13	B	-1
28	8	13	B	1
29	1	14	B	1
30	9	14	B	-1
31	0	15	A	1
32	6	16	B	-1
33	1	19	A	1
34	8	19	A	1
35	6	19	B	-1
36	7	19	B	-1
37	1	20	A	1
38	2	20	B	1
39	8	20	B	2
