CNA_index	seg_index	subclone_ID	phase	change
0	12	1	B	1
1	16	1	B	1
2	19	1	B	-1
3	20	1	B	1
4	28	1	B	1
5	34	2	B	-1
6	14	3	A	1
7	20	3	A	-1
8	2	3	B	-1
9	16	4	B	1
10	18	5	A	-1
11	12	5	B	1
12	29	5	B	-1
13	37	5	B	1
14	12	7	A	1
15	24	8	B	-1
16	28	8	B	1
17	34	8	B	-1
18	38	8	B	-1
19	6	11	B	-1
20	26	12	B	-1
21	21	13	B	1
22	5	14	B	1
23	17	14	B	3
24	10	15	A	-1
25	5	15	B	2
26	6	15	B	-1
27	13	15	B	1
28	28	16	B	1
29	6	18	A	1
30	28	18	A	-1
31	5	18	B	1
32	24	18	B	-1
33	30	18	B	-1
34	33	18	B	1
35	39	18	B	-1
36	10	19	B	2
37	1	20	A	1
38	2	20	B	-1
39	21	20	B	2
