SSM_index	CNA_index
0	3
0	26
1	1
1	10
1	29
1	31
2	12
3	38
4	1
4	10
4	29
4	31
5	3
5	26
6	12
7	38
9	7
9	19
9	28
9	39
14	10
18	10
19	9
20	8
41	10
42	10
48	29
48	31
49	29
49	31
50	29
50	31
51	29
51	31
52	29
52	31
53	13
54	26
55	26
56	26
57	26
58	20
58	34
58	35
59	20
59	34
59	35
60	11
60	21
60	32
60	36
61	14
61	22
61	24
62	15
62	17
62	18
62	23
62	30
63	27
64	27
65	27
66	27
67	16
67	25
67	37
68	16
68	25
68	37
69	16
69	25
69	37
73	38
74	38
75	38
76	38
77	38
84	19
84	28
84	39
85	33
96	13
97	13
123	29
123	31
124	27
125	27
126	38
127	38
128	33
129	33
131	29
131	31
132	38
133	28
133	39
134	33
135	29
135	31
136	33
150	34
151	34
152	32
153	30
167	33
177	31
187	37
