CNA_index	seg_index	subclone_ID	phase	change
0	14	1	B	-1
1	6	3	A	1
2	14	3	A	1
3	2	3	B	1
4	34	3	B	1
5	17	4	B	-1
6	27	4	B	2
7	6	5	B	1
8	33	6	A	-1
9	32	7	A	1
10	5	7	B	-1
11	27	7	B	1
12	35	7	B	2
13	2	8	B	1
14	38	8	B	1
15	35	9	A	-1
16	20	10	A	1
17	23	10	A	-1
18	5	10	B	-1
19	34	10	B	2
20	22	11	A	-1
21	20	11	B	-1
22	35	11	B	1
23	32	12	B	-1
24	8	13	A	1
25	9	13	A	-1
26	17	13	A	-1
27	13	13	B	1
28	17	13	B	-1
29	7	15	B	2
30	13	15	B	1
31	29	15	B	2
32	35	17	A	-1
33	0	17	B	1
34	11	17	B	1
35	22	17	B	1
36	1	19	A	1
37	23	19	B	1
38	31	19	B	-1
39	8	20	B	1
