SSM_index	CNA_index
0	16
1	16
22	17
23	26
24	12
25	15
26	13
26	24
27	13
27	24
28	14
29	14
30	14
31	14
32	14
33	18
34	11
34	19
34	23
34	25
35	19
35	23
35	25
36	16
37	16
38	14
39	17
42	15
43	15
44	15
47	21
48	22
49	18
50	19
50	23
51	19
51	23
52	19
52	23
53	16
54	16
62	20
63	20
69	21
70	22
71	22
72	22
73	22
74	22
75	18
76	19
76	23
77	19
77	23
78	19
78	23
79	19
79	23
84	20
85	20
89	21
90	21
91	21
92	22
93	22
94	22
95	19
95	23
96	23
97	19
97	23
98	23
129	25
130	25
164	32
165	34
166	34
167	34
174	36
175	37
176	33
176	35
176	39
189	39
