CNA_index	seg_index	subclone_ID	phase	change
0	0	1	B	-1
1	35	1	B	-1
2	7	2	B	1
3	10	2	B	1
4	14	2	B	1
5	15	3	B	2
6	25	3	B	-1
7	8	4	A	1
8	23	4	B	2
9	31	5	A	-1
10	27	5	B	1
11	2	6	B	3
12	8	7	A	1
13	15	7	A	-1
14	6	7	B	-1
15	19	7	B	-1
16	34	9	B	-1
17	37	10	A	2
18	26	10	B	1
19	6	11	A	-1
20	38	11	B	1
21	8	12	A	1
22	10	12	A	1
23	14	12	A	1
24	16	12	A	1
25	20	12	A	-1
26	7	14	A	-1
27	34	14	A	1
28	3	14	B	-1
29	17	15	A	1
30	23	15	A	1
31	34	15	A	1
32	13	15	B	1
33	26	15	B	1
34	0	18	A	-1
35	14	18	B	2
36	34	18	B	-1
37	1	20	A	1
38	14	20	B	2
39	35	20	B	-1
