CNA_index	seg_index	subclone_ID	phase	change
0	7	1	A	-1
1	13	1	A	1
2	26	1	A	1
3	28	1	A	-1
4	38	1	A	2
5	12	1	B	-1
6	21	1	B	1
7	13	4	A	2
8	24	4	A	1
9	30	5	A	1
10	37	5	B	1
11	9	6	A	-1
12	31	6	A	1
13	27	6	B	-1
14	18	7	B	-1
15	8	8	B	1
16	11	9	B	3
17	15	11	B	1
18	25	11	B	-1
19	2	12	B	1
20	34	12	B	-1
21	22	13	A	-1
22	34	13	A	1
23	35	13	A	1
24	4	13	B	-1
25	2	14	A	-1
26	8	15	A	1
27	13	15	A	2
28	37	15	A	1
29	5	16	A	1
30	6	16	A	1
31	12	16	A	1
32	18	16	A	1
33	22	16	B	2
34	23	16	B	-1
35	35	16	B	-1
36	4	17	A	1
37	1	17	B	-1
38	23	19	A	1
39	34	20	A	1
