CNA_index	seg_index	subclone_ID	phase	change
0	3	1	A	-1
1	2	1	B	5
2	13	1	B	-1
3	7	2	A	-1
4	14	2	A	-1
5	2	4	B	2
6	7	5	A	-1
7	9	5	A	-1
8	3	6	A	-1
9	19	6	A	-1
10	7	7	A	-1
11	11	7	A	2
12	15	7	A	-1
13	19	7	A	-1
14	2	8	A	1
15	8	8	A	-1
16	9	8	A	-1
17	9	8	B	-1
18	11	8	B	-1
19	17	8	B	-1
20	6	9	A	-1
21	18	9	A	1
22	1	12	A	1
23	17	12	A	-1
24	16	12	B	1
25	17	12	B	-1
26	9	13	A	-1
27	3	14	A	-1
28	6	14	A	-1
29	19	14	A	-1
30	7	15	A	-1
31	4	16	A	1
32	7	16	A	-1
33	4	16	B	2
34	19	17	B	1
35	17	18	A	-1
36	19	18	A	-1
37	1	19	A	2
38	2	19	A	1
39	8	19	A	-1
