SSM_index	CNA_index
1	6
2	18
3	4
4	4
5	9
5	35
6	9
6	35
7	9
7	35
8	9
8	35
9	11
10	11
11	8
12	0
12	8
13	8
14	12
14	15
19	5
20	5
21	5
23	7
23	16
25	3
25	10
25	14
26	17
27	9
27	35
28	8
29	8
30	8
31	19
33	7
33	16
36	11
37	8
42	7
42	16
44	9
45	9
46	11
47	11
48	8
49	8
50	12
50	15
58	11
61	10
65	9
66	11
67	11
68	11
76	12
77	12
78	12
79	12
93	12
95	36
100	24
101	20
101	25
101	32
101	37
102	20
102	25
102	32
102	37
103	28
104	28
105	28
106	26
106	39
107	26
107	39
108	26
108	39
109	26
109	39
112	29
113	29
115	31
116	34
117	34
120	22
120	27
123	15
128	35
129	35
132	25
132	37
133	26
133	39
134	26
134	39
136	36
138	24
139	28
143	36
145	37
146	28
147	27
149	31
150	36
152	37
155	39
156	39
157	39
184	37
185	39
186	39
