CNA_index	seg_index	subclone_ID	phase	change
0	6	1	A	1
1	7	1	B	1
2	1	2	A	1
3	4	2	A	-1
4	6	2	A	1
5	8	3	A	1
6	4	3	B	-1
7	0	4	A	2
8	2	4	A	-1
9	1	4	B	1
10	8	5	A	1
11	2	5	B	1
12	1	6	A	3
13	7	6	A	-1
14	3	6	B	-1
15	1	7	B	2
16	6	9	A	1
17	1	9	B	1
18	7	9	B	1
19	7	10	A	-1
20	0	10	B	1
21	3	11	A	-1
22	1	11	B	1
23	0	12	A	1
24	2	12	A	-1
25	8	12	A	2
26	0	12	B	1
27	4	12	B	-1
28	7	12	B	1
29	9	12	B	2
30	8	13	A	1
31	1	14	A	3
32	7	14	A	-1
33	2	14	B	2
34	3	14	B	-1
35	8	14	B	-1
36	9	15	A	1
37	7	15	B	3
38	1	17	A	1
39	7	20	B	1
