CNA_index	seg_index	subclone_ID	phase	change
0	9	1	A	-1
1	16	1	A	-1
2	21	1	A	-1
3	38	1	A	-1
4	12	1	B	-1
5	33	2	B	1
6	19	3	B	-1
7	23	3	B	-1
8	19	4	A	-1
9	37	4	A	-1
10	9	6	A	-1
11	8	6	B	-1
12	20	6	B	-1
13	38	6	B	1
14	36	7	B	-1
15	37	7	B	2
16	20	8	B	-1
17	22	8	B	-1
18	24	8	B	-1
19	28	8	B	2
20	0	10	A	-1
21	4	10	A	1
22	13	10	B	1
23	1	12	B	-1
24	4	13	B	1
25	13	13	B	1
26	16	14	B	1
27	23	14	B	-1
28	25	16	A	1
29	5	16	B	1
30	9	16	B	-1
31	1	17	B	-1
32	10	17	B	-1
33	16	17	B	2
34	5	19	A	-1
35	12	19	B	-1
36	16	19	B	1
37	22	19	B	-1
38	28	19	B	1
39	10	20	B	-1
