CNA_index	seg_index	subclone_ID	phase	change
0	5	1	A	-1
1	7	1	A	1
2	8	1	A	-1
3	5	2	B	1
4	5	3	A	-1
5	2	4	A	1
6	9	4	A	2
7	0	4	B	-1
8	1	4	B	-1
9	3	4	B	1
10	1	6	A	-1
11	6	6	B	-1
12	2	7	B	-1
13	3	7	B	1
14	6	8	A	1
15	7	8	A	1
16	1	8	B	-1
17	5	8	B	2
18	2	9	A	1
19	6	9	B	-1
20	0	11	A	-1
21	4	11	B	2
22	8	11	B	1
23	0	12	B	-1
24	6	12	B	-1
25	5	13	B	1
26	7	14	A	1
27	7	16	A	1
28	9	16	A	1
29	0	17	B	-1
30	8	17	B	2
31	5	18	A	-1
32	6	18	A	1
33	1	18	B	-1
34	2	18	B	-1
35	8	19	B	1
36	9	19	B	-1
37	0	20	A	-1
38	1	20	A	-1
39	6	20	B	-1
