SSM_index	CNA_index
2	2
4	3
4	4
5	3
5	4
6	3
6	4
8	5
9	10
9	19
10	15
11	15
12	15
13	18
14	7
15	7
16	9
17	9
36	2
37	2
38	2
39	2
40	2
41	3
41	4
42	3
42	4
43	11
44	11
45	11
46	11
50	5
51	5
52	5
53	5
54	5
55	5
56	8
56	16
57	14
57	17
58	14
58	17
59	14
59	17
60	14
60	17
61	14
61	17
62	10
62	19
63	10
63	19
64	15
65	15
66	15
67	15
68	15
69	18
70	12
71	7
72	7
73	7
74	9
75	9
76	9
77	9
78	13
79	2
81	3
81	4
82	11
84	14
84	17
86	11
87	11
89	5
90	10
90	19
91	10
91	19
92	10
92	19
93	15
94	15
99	11
104	5
108	6
112	7
113	7
117	6
119	7
148	12
149	12
150	12
152	13
171	17
175	17
177	18
